   #t           x              T              E              p              E_d            a            T+E   
227.0        -0.3174     5.2682e-02    -6.0246e-03    -8.6149e-05     4.2108e-03    -2.1054e-06     4.6657e-02
228.0        -0.3102     5.2651e-02    -5.9940e-03    -9.4464e-05     4.2229e-03    -2.1114e-06     4.6657e-02
229.0        -0.3029     5.2621e-02    -5.9633e-03    -1.0376e-04     4.2332e-03    -2.1166e-06     4.6657e-02
230.0        -0.2957     5.2590e-02    -5.9326e-03    -1.1412e-04     4.2416e-03    -2.1208e-06     4.6657e-02
231.0        -0.2884     5.2559e-02    -5.9018e-03    -1.2562e-04     4.2479e-03    -2.1240e-06     4.6657e-02
232.0        -0.2812     5.2528e-02    -5.8710e-03    -1.3834e-04     4.2519e-03    -2.1260e-06     4.6657e-02
233.0        -0.2739     5.2497e-02    -5.8402e-03    -1.5238e-04     4.2535e-03    -2.1268e-06     4.6657e-02
234.0        -0.2667     5.2467e-02    -5.8094e-03    -1.6783e-04     4.2525e-03    -2.1263e-06     4.6657e-02
235.0        -0.2594     5.2436e-02    -5.7786e-03    -1.8480e-04     4.2487e-03    -2.1244e-06     4.6657e-02
236.0        -0.2522     5.2405e-02    -5.7479e-03    -2.0338e-04     4.2419e-03    -2.1210e-06     4.6657e-02
237.0        -0.2450     5.2374e-02    -5.7172e-03    -2.2370e-04     4.2320e-03    -2.1160e-06     4.6657e-02
238.0        -0.2377     5.2344e-02    -5.6866e-03    -2.4587e-04     4.2186e-03    -2.1093e-06     4.6657e-02
239.0        -0.2305     5.2313e-02    -5.6562e-03    -2.7002e-04     4.2016e-03    -2.1008e-06     4.6657e-02
240.0        -0.2232     5.2283e-02    -5.6258e-03    -2.9628e-04     4.1807e-03    -2.0904e-06     4.6657e-02
241.0        -0.2160     5.2253e-02    -5.5957e-03    -3.2478e-04     4.1557e-03    -2.0779e-06     4.6657e-02
242.0        -0.2088     5.2223e-02    -5.5658e-03    -3.5568e-04     4.1264e-03    -2.0632e-06     4.6657e-02
243.0        -0.2016     5.2193e-02    -5.5361e-03    -3.8911e-04     4.0925e-03    -2.0462e-06     4.6657e-02
244.0        -0.1943     5.2164e-02    -5.5067e-03    -4.2524e-04     4.0537e-03    -2.0268e-06     4.6657e-02
245.0        -0.1871     5.2135e-02    -5.4775e-03    -4.6422e-04     4.0097e-03    -2.0048e-06     4.6657e-02
246.0        -0.1799     5.2106e-02    -5.4488e-03    -5.0622e-04     3.9602e-03    -1.9801e-06     4.6657e-02
247.0        -0.1727     5.2078e-02    -5.4204e-03    -5.5141e-04     3.9050e-03    -1.9525e-06     4.6657e-02
248.0        -0.1655     5.2050e-02    -5.3924e-03    -5.9996e-04     3.8438e-03    -1.9219e-06     4.6657e-02
249.0        -0.1583     5.2022e-02    -5.3649e-03    -6.5204e-04     3.7761e-03    -1.8881e-06     4.6657e-02
250.0        -0.1510     5.1995e-02    -5.3380e-03    -7.0783e-04     3.7018e-03    -1.8509e-06     4.6657e-02
251.0        -0.1438     5.1969e-02    -5.3116e-03    -7.6750e-04     3.6204e-03    -1.8102e-06     4.6657e-02
252.0        -0.1366     5.1943e-02    -5.2858e-03    -8.3124e-04     3.5316e-03    -1.7658e-06     4.6657e-02
253.0        -0.1294     5.1918e-02    -5.2607e-03    -8.9921e-04     3.4351e-03    -1.7176e-06     4.6657e-02
254.0        -0.1222     5.1894e-02    -5.2363e-03    -9.7159e-04     3.3305e-03    -1.6653e-06     4.6657e-02
255.0        -0.1150     5.1870e-02    -5.2127e-03    -1.0485e-03     3.2176e-03    -1.6088e-06     4.6657e-02
256.0        -0.1078     5.1847e-02    -5.1900e-03    -1.1302e-03     3.0958e-03    -1.5479e-06     4.6657e-02
257.0        -0.1006     5.1825e-02    -5.1682e-03    -1.2167e-03     2.9649e-03    -1.4825e-06     4.6657e-02
258.0        -0.0934     5.1805e-02    -5.1473e-03    -1.3082e-03     2.8246e-03    -1.4123e-06     4.6657e-02
259.0        -0.0862     5.1785e-02    -5.1275e-03    -1.4048e-03     2.6744e-03    -1.3372e-06     4.6657e-02
260.0        -0.0790     5.1766e-02    -5.1088e-03    -1.5066e-03     2.5140e-03    -1.2570e-06     4.6657e-02
261.0        -0.0718     5.1749e-02    -5.0914e-03    -1.6136e-03     2.3432e-03    -1.1716e-06     4.6657e-02
262.0        -0.0646     5.1732e-02    -5.0752e-03    -1.7259e-03     2.1615e-03    -1.0808e-06     4.6657e-02
263.0        -0.0574     5.1718e-02    -5.0603e-03    -1.8435e-03     1.9688e-03    -9.8439e-07     4.6657e-02
264.0        -0.0503     5.1704e-02    -5.0469e-03    -1.9664e-03     1.7646e-03    -8.8230e-07     4.6657e-02
265.0        -0.0431     5.1692e-02    -5.0349e-03    -2.0945e-03     1.5488e-03    -7.7439e-07     4.6657e-02
266.0        -0.0359     5.1682e-02    -5.0246e-03    -2.2277e-03     1.3210e-03    -6.6051e-07     4.6657e-02
267.0        -0.0287     5.1673e-02    -5.0160e-03    -2.3660e-03     1.0811e-03    -5.4057e-07     4.6657e-02
268.0        -0.0215     5.1666e-02    -5.0091e-03    -2.5090e-03     8.2896e-04    -4.1448e-07     4.6657e-02
269.0        -0.0143     5.1661e-02    -5.0041e-03    -2.6566e-03     5.6430e-04    -2.8215e-07     4.6657e-02
270.0        -0.0071     5.1658e-02    -5.0010e-03    -2.8085e-03     2.8706e-04    -1.4353e-07     4.6657e-02
271.0         0.0001     5.1657e-02    -5.0000e-03     2.7640e-03    -2.8274e-06     1.4137e-09     4.6657e-02
272.0         0.0073     5.1658e-02    -5.0011e-03     2.6625e-03    -2.9248e-04     1.4624e-07     4.6657e-02
273.0         0.0144     5.1662e-02    -5.0042e-03     2.5689e-03    -5.6947e-04     2.8474e-07     4.6657e-02
274.0         0.0216     5.1667e-02    -5.0092e-03     2.4831e-03    -8.3389e-04     4.1694e-07     4.6657e-02
275.0         0.0288     5.1673e-02    -5.0161e-03     2.4051e-03    -1.0858e-03     5.4292e-07     4.6657e-02
276.0         0.0360     5.1682e-02    -5.0248e-03     2.3350e-03    -1.3255e-03     6.6274e-07     4.6657e-02
277.0         0.0432     5.1692e-02    -5.0352e-03     2.2725e-03    -1.5530e-03     7.7650e-07     4.6657e-02
278.0         0.0504     5.1704e-02    -5.0471e-03     2.2176e-03    -1.7686e-03     8.8431e-07     4.6657e-02
279.0         0.0576     5.1718e-02    -5.0606e-03     2.1702e-03    -1.9726e-03     9.8628e-07     4.6657e-02
280.0         0.0648     5.1733e-02    -5.0755e-03     2.1300e-03    -2.1651e-03     1.0826e-06     4.6657e-02
281.0         0.0720     5.1749e-02    -5.0917e-03     2.0968e-03    -2.3466e-03     1.1733e-06     4.6657e-02
282.0         0.0792     5.1766e-02    -5.1092e-03     2.0704e-03    -2.5172e-03     1.2586e-06     4.6657e-02
283.0         0.0864     5.1785e-02    -5.1279e-03     2.0505e-03    -2.6773e-03     1.3387e-06     4.6657e-02
284.0         0.0936     5.1805e-02    -5.1477e-03     2.0369e-03    -2.8273e-03     1.4137e-06     4.6657e-02
285.0         0.1007     5.1826e-02    -5.1686e-03     2.0293e-03    -2.9675e-03     1.4838e-06     4.6657e-02
286.0         0.1079     5.1848e-02    -5.1904e-03     2.0275e-03    -3.0982e-03     1.5491e-06     4.6657e-02
287.0         0.1151     5.1870e-02    -5.2132e-03     2.0312e-03    -3.2198e-03     1.6099e-06     4.6657e-02
288.0         0.1224     5.1894e-02    -5.2368e-03     2.0401e-03    -3.3326e-03     1.6663e-06     4.6657e-02
289.0         0.1296     5.1918e-02    -5.2612e-03     2.0540e-03    -3.4370e-03     1.7185e-06     4.6657e-02
290.0         0.1368     5.1944e-02    -5.2863e-03     2.0726e-03    -3.5334e-03     1.7667e-06     4.6657e-02
291.0         0.1440     5.1969e-02    -5.3121e-03     2.0956e-03    -3.6220e-03     1.8110e-06     4.6657e-02
292.0         0.1512     5.1996e-02    -5.3385e-03     2.1227e-03    -3.7032e-03     1.8516e-06     4.6657e-02
293.0         0.1584     5.2023e-02    -5.3655e-03     2.1539e-03    -3.7775e-03     1.8887e-06     4.6657e-02
294.0         0.1656     5.2050e-02    -5.3930e-03     2.1887e-03    -3.8450e-03     1.9225e-06     4.6657e-02
295.0         0.1728     5.2078e-02    -5.4209e-03     2.2270e-03    -3.9061e-03     1.9531e-06     4.6657e-02
296.0         0.1800     5.2107e-02    -5.4493e-03     2.2687e-03    -3.9612e-03     1.9806e-06     4.6657e-02
297.0         0.1873     5.2135e-02    -5.4781e-03     2.3133e-03    -4.0106e-03     2.0053e-06     4.6657e-02
298.0         0.1945     5.2164e-02    -5.5072e-03     2.3609e-03    -4.0544e-03     2.0272e-06     4.6657e-02
299.0         0.2017     5.2194e-02    -5.5366e-03     2.4112e-03    -4.0932e-03     2.0466e-06     4.6657e-02
300.0         0.2089     5.2224e-02    -5.5663e-03     2.4640e-03    -4.1270e-03     2.0635e-06     4.6657e-02
301.0         0.2162     5.2253e-02    -5.5963e-03     2.5191e-03    -4.1563e-03     2.0781e-06     4.6657e-02
302.0         0.2234     5.2284e-02    -5.6264e-03     2.5765e-03    -4.1811e-03     2.0906e-06     4.6657e-02
303.0         0.2306     5.2314e-02    -5.6567e-03     2.6358e-03    -4.2019e-03     2.1010e-06     4.6657e-02
304.0         0.2379     5.2344e-02    -5.6872e-03     2.6971e-03    -4.2189e-03     2.1094e-06     4.6657e-02
305.0         0.2451     5.2375e-02    -5.7178e-03     2.7601e-03    -4.2322e-03     2.1161e-06     4.6657e-02
306.0         0.2523     5.2406e-02    -5.7484e-03     2.8248e-03    -4.2421e-03     2.1210e-06     4.6657e-02
307.0         0.2596     5.2436e-02    -5.7792e-03     2.8909e-03    -4.2488e-03     2.1244e-06     4.6657e-02
308.0         0.2668     5.2467e-02    -5.8100e-03     2.9585e-03    -4.2526e-03     2.1263e-06     4.6657e-02
309.0         0.2741     5.2498e-02    -5.8408e-03     3.0273e-03    -4.2535e-03     2.1268e-06     4.6657e-02
310.0         0.2813     5.2529e-02    -5.8716e-03     3.0973e-03    -4.2519e-03     2.1259e-06     4.6657e-02
311.0         0.2885     5.2560e-02    -5.9024e-03     3.1683e-03    -4.2478e-03     2.1239e-06     4.6657e-02
312.0         0.2958     5.2590e-02    -5.9332e-03     3.2403e-03    -4.2415e-03     2.1207e-06     4.6657e-02
313.0         0.3031     5.2621e-02    -5.9639e-03     3.3131e-03    -4.2331e-03     2.1165e-06     4.6657e-02
314.0         0.3103     5.2652e-02    -5.9946e-03     3.3867e-03    -4.2227e-03     2.1113e-06     4.6657e-02
315.0         0.3176     5.2682e-02    -6.0252e-03     3.4609e-03    -4.2105e-03     2.1053e-06     4.6657e-02
316.0         0.3248     5.2713e-02    -6.0557e-03     3.5357e-03    -4.1967e-03     2.0984e-06     4.6657e-02
317.0         0.3321     5.2743e-02    -6.0861e-03     3.6110e-03    -4.1814e-03     2.0907e-06     4.6657e-02
318.0         0.3393     5.2774e-02    -6.1165e-03     3.6866e-03    -4.1646e-03     2.0823e-06     4.6657e-02
319.0         0.3466     5.2804e-02    -6.1466e-03     3.7626e-03    -4.1466e-03     2.0733e-06     4.6657e-02
320.0         0.3539     5.2834e-02    -6.1767e-03     3.8387e-03    -4.1274e-03     2.0637e-06     4.6657e-02
321.0         0.3612     5.2864e-02    -6.2066e-03     3.9150e-03    -4.1071e-03     2.0535e-06     4.6657e-02
322.0         0.3684     5.2894e-02    -6.2364e-03     3.9913e-03    -4.0858e-03     2.0429e-06     4.6657e-02
323.0         0.3757     5.2923e-02    -6.2661e-03     4.0675e-03    -4.0637e-03     2.0319e-06     4.6657e-02
324.0         0.3830     5.2953e-02    -6.2956e-03     4.1436e-03    -4.0408e-03     2.0204e-06     4.6657e-02
325.0         0.3903     5.2982e-02    -6.3249e-03     4.2195e-03    -4.0172e-03     2.0086e-06     4.6657e-02
326.0         0.3975     5.3011e-02    -6.3540e-03     4.2950e-03    -3.9930e-03     1.9965e-06     4.6657e-02
327.0         0.4048     5.3040e-02    -6.3830e-03     4.3701e-03    -3.9682e-03     1.9841e-06     4.6657e-02
328.0         0.4121     5.3069e-02    -6.4118e-03     4.4447e-03    -3.9430e-03     1.9715e-06     4.6657e-02
329.0         0.4194     5.3098e-02    -6.4405e-03     4.5187e-03    -3.9173e-03     1.9587e-06     4.6657e-02
330.0         0.4267     5.3126e-02    -6.4689e-03     4.5921e-03    -3.8913e-03     1.9456e-06     4.6657e-02
331.0         0.4340     5.3154e-02    -6.4972e-03     4.6647e-03    -3.8650e-03     1.9325e-06     4.6657e-02
332.0         0.4413     5.3182e-02    -6.5253e-03     4.7364e-03    -3.8385e-03     1.9192e-06     4.6657e-02
333.0         0.4485     5.3210e-02    -6.5532e-03     4.8072e-03    -3.8117e-03     1.9059e-06     4.6657e-02
334.0         0.4558     5.3238e-02    -6.5809e-03     4.8769e-03    -3.7849e-03     1.8924e-06     4.6657e-02
335.0         0.4631     5.3266e-02    -6.6084e-03     4.9455e-03    -3.7579e-03     1.8789e-06     4.6657e-02
336.0         0.4704     5.3293e-02    -6.6357e-03     5.0129e-03    -3.7309e-03     1.8654e-06     4.6657e-02
337.0         0.4777     5.3320e-02    -6.6629e-03     5.0790e-03    -3.7038e-03     1.8519e-06     4.6657e-02
338.0         0.4850     5.3347e-02    -6.6898e-03     5.1437e-03    -3.6768e-03     1.8384e-06     4.6657e-02
339.0         0.4923     5.3374e-02    -6.7166e-03     5.2070e-03    -3.6498e-03     1.8249e-06     4.6657e-02
340.0         0.4997     5.3400e-02    -6.7432e-03     5.2687e-03    -3.6229e-03     1.8115e-06     4.6657e-02
341.0         0.5070     5.3427e-02    -6.7695e-03     5.3287e-03    -3.5961e-03     1.7981e-06     4.6657e-02
342.0         0.5143     5.3453e-02    -6.7957e-03     5.3870e-03    -3.5695e-03     1.7847e-06     4.6657e-02
343.0         0.5216     5.3479e-02    -6.8217e-03     5.4435e-03    -3.5430e-03     1.7715e-06     4.6657e-02
344.0         0.5289     5.3505e-02    -6.8476e-03     5.4981e-03    -3.5166e-03     1.7583e-06     4.6657e-02
345.0         0.5362     5.3530e-02    -6.8732e-03     5.5508e-03    -3.4905e-03     1.7453e-06     4.6657e-02
346.0         0.5435     5.3556e-02    -6.8986e-03     5.6014e-03    -3.4646e-03     1.7323e-06     4.6657e-02
347.0         0.5509     5.3581e-02    -6.9239e-03     5.6499e-03    -3.4389e-03     1.7194e-06     4.6657e-02
348.0         0.5582     5.3606e-02    -6.9490e-03     5.6962e-03    -3.4134e-03     1.7067e-06     4.6657e-02
349.0         0.5655     5.3631e-02    -6.9739e-03     5.7403e-03    -3.3882e-03     1.6941e-06     4.6657e-02
350.0         0.5728     5.3656e-02    -6.9986e-03     5.7821e-03    -3.3633e-03     1.6816e-06     4.6657e-02
351.0         0.5801     5.3680e-02    -7.0231e-03     5.8216e-03    -3.3386e-03     1.6693e-06     4.6657e-02
352.0         0.5875     5.3705e-02    -7.0475e-03     5.8586e-03    -3.3142e-03     1.6571e-06     4.6657e-02
353.0         0.5948     5.3729e-02    -7.0717e-03     5.8932e-03    -3.2901e-03     1.6451e-06     4.6657e-02
354.0         0.6021     5.3753e-02    -7.0958e-03     5.9253e-03    -3.2663e-03     1.6332e-06     4.6657e-02
355.0         0.6095     5.3777e-02    -7.1196e-03     5.9548e-03    -3.2428e-03     1.6214e-06     4.6657e-02
356.0         0.6168     5.3800e-02    -7.1433e-03     5.9817e-03    -3.2196e-03     1.6098e-06     4.6657e-02
357.0         0.6241     5.3824e-02    -7.1669e-03     6.0060e-03    -3.1967e-03     1.5983e-06     4.6657e-02
358.0         0.6315     5.3847e-02    -7.1902e-03     6.0276e-03    -3.1741e-03     1.5870e-06     4.6657e-02
359.0         0.6388     5.3871e-02    -7.2134e-03     6.0466e-03    -3.1518e-03     1.5759e-06     4.6657e-02
360.0         0.6462     5.3894e-02    -7.2365e-03     6.0629e-03    -3.1298e-03     1.5649e-06     4.6657e-02
361.0         0.6535     5.3917e-02    -7.2594e-03     6.0764e-03    -3.1080e-03     1.5540e-06     4.6657e-02
362.0         0.6608     5.3939e-02    -7.2821e-03     6.0873e-03    -3.0866e-03     1.5433e-06     4.6657e-02
363.0         0.6682     5.3962e-02    -7.3047e-03     6.0953e-03    -3.0655e-03     1.5328e-06     4.6657e-02
364.0         0.6755     5.3984e-02    -7.3272e-03     6.1007e-03    -3.0447e-03     1.5224e-06     4.6657e-02
365.0         0.6829     5.4007e-02    -7.3495e-03     6.1033e-03    -3.0242e-03     1.5121e-06     4.6657e-02
366.0         0.6902     5.4029e-02    -7.3716e-03     6.1032e-03    -3.0039e-03     1.5020e-06     4.6657e-02
367.0         0.6976     5.4051e-02    -7.3936e-03     6.1004e-03    -2.9840e-03     1.4920e-06     4.6657e-02
368.0         0.7049     5.4073e-02    -7.4155e-03     6.0949e-03    -2.9643e-03     1.4821e-06     4.6657e-02
369.0         0.7123     5.4094e-02    -7.4372e-03     6.0867e-03    -2.9448e-03     1.4724e-06     4.6657e-02
